tu_id	speaker	start	end	duration	include	variation	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	W:switches	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	E:unmatched_overlaps	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	original	text	orthographic
52	TO062	144.284	146.404	2.12	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	intuia:mo essere l' amore.	intuia:mo essere l' amore.	intuiamo essere l' amore
53	TO062	147.032	149.229	2.197	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	è un concetto molto comple:sso,	è un concetto molto comple:sso,	è un concetto molto complesso
54	TO062	149.25	150.21	0.96	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	che: bisogna	che: bisogna	che bisogna
55	TO062	150.509	155.0	4.491	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	cercare di ricostruire sulla base di molti testi diversi.	cercare di ricostruire sulla base di molti testi diversi.	cercare di ricostruire sulla base di molti testi diversi
56	TO062	155.806	157.583	1.777	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	e::h questo che vedete	e::h questo che vedete	eh questo che vedete
57	TO062	157.776	158.7	0.924	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	tanto per dirvi	tanto per dirvi	tanto per dirvi
58	TO062	159.138	162.761	3.623	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	come ci avvicin~ ci avvicineremo ai testi anche nella loro materialità	come ci avvicin~ ci avvicineremo ai testi anche nella loro materialità	come ci avvicin~ ci avvicineremo ai testi anche nella loro materialità
59	TO062	163.433	165.66	2.227	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	5	della (.) nella materialità della loro	della {P} nella materialità della loro	della {P} nella materialità della loro
60	TO062	165.722	167.172	1.45	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	redazione e della loro	redazione e della loro	redazione e della loro
61	TO062	167.653	169.413	1.76	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	e::h trasmissione.	e::h trasmissione.	eh trasmissione
62	TO062	169.956	171.096	1.14	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	che sono due parti di	che sono due parti di	che sono due parti di
63	TO062	171.462	173.478	2.016	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	filol~ attinenti alla filologia,	filol~ attinenti alla filologia,	filol~ attinenti alla filologia
64	TO062	173.937	177.126	3.189	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	11	ma la filologia è un supporto per lo studio della letteratura	ma la filologia è un supporto per lo studio della letteratura	ma la filologia è un supporto per lo studio della letteratura
65	TO062	177.63	179.612	1.982	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	questa splendida pagina che vedete	questa splendida pagina che vedete	questa splendida pagina che vedete
66	TO062	179.726	181.85	2.124	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	è la prima pagina del canzoniere	è la prima pagina del canzoniere	è la prima pagina del canzoniere
67	TO062	181.86	183.489	1.629	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	vedete voi che ascoltate	vedete voi che ascoltate	vedete voi che ascoltate
68	TO062	184.198	186.501	2.303	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	in <rime> sparse il suono,	in <rime> sparse il suono,	in rime sparse il suono
69	TO062	187.033	187.683	0.65	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	1	0	1	è: ((sospira))	è: {sospira}	è {sospira}
70	TO062	187.896	191.688	3.792	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	l' una delle primissime edizioni a stampa del canzoniere,	l' una delle primissime edizioni a stampa del canzoniere,	l' una delle primissime edizioni a stampa del canzoniere
71	TO062	192.093	193.71	1.617	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	più precisamente un incunabolo	più precisamente un incunabolo	più precisamente un incunabolo
72	TO062	194.698	197.162	2.464	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	quando io parlo di incunabolo più o meno sapete	quando io parlo di incunabolo più o meno sapete	quando io parlo di incunabolo più o meno sapete
73	TO062	198.399	199.089	0.69	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	dove si	dove si	dove si
74	TO062	199.306	201.1	1.794	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	sì, qualcuno risponde, mi dite?	sì, qualcuno risponde, mi dite?	sì qualcuno risponde mi dite
75	TO062	202.774	205.347	2.573	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	dall' ini~ dall' invenzione della sta:mpa	dall' ini~ dall' invenzione della sta:mpa	dall' ini~ dall' invenzione della stampa
76	TO062	205.367	208.736	3.369	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	10	dall' invenzione della stampa fino alla fine del quindicesimo secolo.	dall' invenzione della stampa fino alla fine del quindicesimo secolo.	dall' invenzione della stampa fino alla fine del quindicesimo secolo
77	TO062	208.753	208.946	0.193	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	°eh°	°eh°	eh
78	TO062	209.25	211.056	1.806	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	le stampe quattrocentesche	le stampe quattrocentesche	le stampe quattrocentesche
79	TO062	211.722	212.912	1.19	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	dall' invenzione della stampa,	dall' invenzione della stampa,	dall' invenzione della stampa
80	TO062	212.94	215.3	2.36	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	quindi da~ diciamo dalla metà del quattrocento in po:i	quindi da~ diciamo dalla metà del quattrocento in po:i	quindi da~ diciamo dalla metà del quattrocento in poi
81	TO062	215.964	217.354	1.39	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	sono dette incunaboli.	sono dette incunaboli.	sono dette incunaboli
82	TO062	217.833	219.429	1.596	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	dal c~ da m~ cinquece~	dal c~ da m~ cinquece~	dal c~ da m~ cinquece~
83	TO062	219.467	223.456	3.989	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	dall' a::nn:o millecinquecento cominciano le cinquecentine	dall' a::nn:o millecinquecento cominciano le cinquecentine	dall' anno millecinquecento cominciano le cinquecentine
84	TO062	224.336	225.48	1.144	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	e:::hm:	e:::hm:	ehm
85	TO062	226.307	227.4	1.093	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	non dite	non dite	non dite
86	TO062	227.579	230.255	2.676	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	8	vi pre~ allora io sono un po' <pignola>	vi pre~ allora io sono un po' <pignola>	vi pre~ allora io sono un po' pignola
87	TO062	230.469	231.453	0.984	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	sull' italiano,	sull' italiano,	sull' italiano
88	TO062	232.055	233.702	1.647	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	e::::hm	e::::hm	ehm
89	TO062	233.807	235.774	1.967	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	parleremo poi della prova scritta	parleremo poi della prova scritta	parleremo poi della prova scritta
90	TO062	236.036	238.16	2.124	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	tengo molto al rispetto dell' ortografi:a,	tengo molto al rispetto dell' ortografi:a,	tengo molto al rispetto dell' ortografia
91	TO062	238.179	239.209	1.03	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	punteggiatu:ra,	punteggiatu:ra,	punteggiatura
92	TO062	239.593	240.45	0.857	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	e:::h	e:::h	eh
93	TO062	240.464	241.708	1.244	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	<parlando>	<parlando>	parlando
94	TO062	242.516	245.003	2.487	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	non mi sentirete ma:i fare zeppe	non mi sentirete ma:i fare zeppe	non mi sentirete mai fare zeppe
95	TO062	245.06	246.84	1.78	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	tipo appunto, comunque	tipo appunto, comunque	tipo appunto comunque
96	TO062	246.86	249.536	2.676	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	quelle che durante gli orali io sento in abbonzanza	quelle che durante gli orali io sento in abbonzanza	quelle che durante gli orali io sento in abbonzanza
97	TO062	249.556	250.861	1.305	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	son~ tutte zeppe:	son~ tutte zeppe:	son~ tutte zeppe
98	TO062	250.966	252.016	1.05	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	di insicurezza.	di insicurezza.	di insicurezza
99	TO062	252.618	256.583	3.965	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	14	quando si risponde a una domanda soprattutto in un' occasione formale come un esame	quando si risponde a una domanda soprattutto in un' occasione formale come un esame	quando si risponde a una domanda soprattutto in un' occasione formale come un esame
100	TO062	257.032	258.702	1.67	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	4	si crea una frase	si crea una frase	si crea una frase
101	TO062	259.053	260.69	1.637	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	ci si struttura in mente una frase	ci si struttura in mente una frase	ci si struttura in mente una frase
102	TO062	260.704	263.597	2.893	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	dotata di soggetto, verbo ed espansioni	dotata di soggetto, verbo ed espansioni	dotata di soggetto verbo ed espansioni
103	TO062	263.801	265.971	2.17	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	senza dover dire comunque, appunto	senza dover dire comunque, appunto	senza dover dire comunque appunto
104	TO062	266.428	267.765	1.337	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	3	ogni (.) dieci secondi,	ogni {P} dieci secondi,	ogni {P} dieci secondi
105	TO062	268.467	271.84	3.373	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	7	non mi sentirete mai dire il millecinquecento	non mi sentirete mai dire il millecinquecento	non mi sentirete mai dire il millecinquecento
106	TO062	272.582	273.856	1.274	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	inteso come secolo,	inteso come secolo,	inteso come secolo
107	TO062	273.866	277.19	3.324	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	9	il millecinquecento è l' anno uno cinque zero zero	il millecinquecento è l' anno uno cinque zero zero	il millecinquecento è l' anno uno cinque zero zero
108	TO062	277.209	278.359	1.15	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	è un anno.	è un anno.	è un anno
109	TO062	278.668	280.232	1.564	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	il <cinquecento>	il <cinquecento>	il cinquecento
110	TO062	280.422	282.772	2.35	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	o il sedicesimo secolo per indicare	o il sedicesimo secolo per indicare	o il sedicesimo secolo per indicare
111	TO062	282.903	283.696	0.793	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	il secolo	il secolo	il secolo
112	TO062	283.709	284.026	0.317	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	va bene?	va bene?	va bene
113	TO062	284.035	286.22	2.185	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	6	quindi sono (.) piccole cose che però	quindi sono {P} piccole cose che però	quindi sono {P} piccole cose che però
114	TO062	286.565	288.072	1.507	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	devono esserci chia:re	devono esserci chia:re	devono esserci chiare
115	TO062	288.236	288.91	0.674	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	alla mente.	alla mente.	alla mente
116	TO062	289.786	291.403	1.617	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	questa bellissima stampa	questa bellissima stampa	questa bellissima stampa
117	TO062	291.776	293.23	1.454	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	eh illustrata	eh illustrata	eh illustrata
118	TO062	293.282	294.136	0.854	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	come vedete	come vedete	come vedete
119	TO062	294.454	297.35	2.896	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	è l' edizione del millequattrocentosettanta	è l' edizione del millequattrocentosettanta	è l' edizione del millequattrocentosettanta
120	TO062	298.364	301.914	3.55	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	12	vindelino da s~ l' editore è vindelino da spira, una stampa venezia:na	vindelino da s~ l' editore è vindelino da spira, una stampa venezia:na	vindelino da s~ l' editore è vindelino da spira una stampa veneziana
121	TO062	302.473	304.106	1.633	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	che è una delle meravi:glie	che è una delle meravi:glie	che è una delle meraviglie
122	TO062	304.459	306.659	2.2	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	della:: ricezione	della:: ricezione	della ricezione
123	TO062	306.944	308.107	1.163	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	del canzoniere	del canzoniere	del canzoniere
124	TO062	308.873	309.521	0.648	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	e::h	e::h	eh
125	TO062	309.595	312.553	2.958	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	6	che oggi grazie alla digitalizzazione di	che oggi grazie alla digitalizzazione di	che oggi grazie alla digitalizzazione di
126	TO062	312.593	315.203	2.61	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	moltissimi documenti storici	moltissimi documenti storici	moltissimi documenti storici
127	TO062	315.55	316.553	1.003	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	noi possiamo	noi possiamo	noi possiamo
128	TO062	317.453	318.21	0.757	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	vede:re	vede:re	vedere
129	TO062	318.383	319.583	1.2	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	e:h online.	e:h online.	eh online
130	TO062	319.607	321.504	1.897	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	5	se voi andate avanti vedete	se voi andate avanti vedete	se voi andate avanti vedete
131	TO062	321.843	322.773	0.93	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	2	che tu:tta	che tu:tta	che tutta
132	TO062	322.868	324.274	1.406	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	tutto il canzoniere	tutto il canzoniere	tutto il canzoniere
133	TO062	324.569	327.679	3.11	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	1	0	0	3	è splendidamente (.) illustrato.	è splendidamente {P} illustrato.	è splendidamente {P} illustrato
134	TO062	327.903	328.5	0.597	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	1	vedete?	vedete?	vedete
135	TO062	329.083	330.576	1.493	True	False	0	0	0	0	0	0	0	0	False	False	False	False	False	_	False	0	0	0	3	è splendidamente illustrato,	è splendidamente illustrato,	è splendidamente illustrato
